yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,response,datavalueunit,datavaluetypeid,datavaluetype,datavalue,datavaluealt,datavaluefootnotesymbol,datavaluefootnote,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,stratificationcategory2,stratification2,stratificationcategory3,stratification3,geolocation,topicid,questionid,responseid,locationid,stratificationcategoryid1,stratificationid1,stratificationcategoryid2,stratificationid2,stratificationcategoryid3,stratificationid3
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,139.1,139.1,,,131.5,146.8,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,API,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,1402,1402,,,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,API,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,91.1,91.1,,,86.3,95.9,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,API,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,133,133,,,125.8,140.2,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,API,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,1462,1462,,,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,API,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,92.1,92.1,,,87.3,96.8,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,API,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,129.7,129.7,,,122.9,136.6,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,API,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,1602,1602,,,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,API,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,98,98,,,93.2,102.8,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,API,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,131,131,,,124.5,137.6,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,API,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,1654,1654,,,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,API,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,97.1,97.1,,,92.4,101.8,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,API,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,125.5,125.5,,,119.3,131.7,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,API,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,7292,7292,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,BLK,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,249.8,249.8,,,244.1,255.5,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,BLK,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,292.2,292.2,,,285.4,299,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,BLK,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,7164,7164,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,BLK,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,243.8,243.8,,,238.2,249.5,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,BLK,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,279.3,279.3,,,272.7,285.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,BLK,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,7271,7271,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,BLK,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,246.1,246.1,,,240.5,251.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,BLK,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,274,274,,,267.6,280.4,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,BLK,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,7495,7495,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,BLK,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,252.5,252.5,,,246.8,258.2,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,BLK,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,273.4,273.4,,,267.1,279.7,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,BLK,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,7446,7446,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,BLK,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,248.7,248.7,,,243,254.3,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,BLK,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,264.1,264.1,,,258,270.2,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,BLK,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,29621,29621,,,,,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENF,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,296.2,296.2,,,292.8,299.6,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENF,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,208.1,208.1,,,205.7,210.6,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENF,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,29507,29507,,,,,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENF,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,294.1,294.1,,,290.7,297.4,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENF,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,204.1,204.1,,,201.7,206.5,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENF,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,28473,28473,,,,,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENF,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,282.4,282.4,,,279.2,285.7,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENF,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,193.1,193.1,,,190.8,195.4,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENF,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,28599,28599,,,,,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENF,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,282.7,282.7,,,279.5,286,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENF,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,192.1,192.1,,,189.8,194.4,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENF,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,27801,27801,,,,,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENF,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,273.5,273.5,,,270.3,276.7,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENF,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,184.8,184.8,,,182.5,187,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENF,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,4017,4017,,,,,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,HIS,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,117.6,117.6,,,113.9,121.2,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,HIS,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,203.5,203.5,,,197,210,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,HIS,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,3907,3907,,,,,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,HIS,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,111.8,111.8,,,108.3,115.3,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,HIS,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,185.7,185.7,,,179.7,191.7,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,HIS,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,3930,3930,,,,,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,HIS,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,110.6,110.6,,,107.2,114.1,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,HIS,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,179.4,179.4,,,173.7,185.2,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,HIS,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,4097,4097,,,,,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,HIS,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,113.6,113.6,,,110.1,117.1,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,HIS,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,177.8,177.8,,,172.2,183.4,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,HIS,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,4077,4077,,,,,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,HIS,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,111,111,,,107.6,114.4,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,HIS,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,168.5,168.5,,,163.2,173.8,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,HIS,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,25465,25465,,,,,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENM,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,271.6,271.6,,,268.2,274.9,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENM,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,294,294,,,290.3,297.6,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENM,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,25105,25105,,,,,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENM,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,266.2,266.2,,,262.9,269.5,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENM,,,,
2011,2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,282.1,282.1,,,278.6,285.7,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENM,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,25236,25236,,,,,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENM,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,265.9,265.9,,,262.7,269.2,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENM,,,,
2012,2012,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,276.6,276.6,,,273.1,280.1,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENM,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,25624,25624,,,,,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENM,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,268.7,268.7,,,265.4,272,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENM,,,,
2013,2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,274.2,274.2,,,270.8,277.6,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENM,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,25406,25406,,,,,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENM,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",CrdRate,Crude Rate,265.2,265.2,,,261.9,268.4,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENM,,,,
2014,2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,266.6,266.6,,,263.3,269.9,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,GENDER,GENM,,,,
2010,2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular disease,,,Nmbr,Number,41675,41675,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),CVD,CVD1_1,,36,RACE,WHT,,,,
